Rank,Stage,Name,Score
1283,成渝赛区,hw06200860,'84.25
1284,成渝赛区,hw27602532,'84.7063
1285,西北赛区,zk2020,'85.4411
1286,西北赛区,hw17499964,'86.4108
1287,成渝赛区,hw42134451,'86.5058
1288,上合赛区,hw30869789,'87.0942
1289,上合赛区,PCA-USTC,'88.9503
1290,粤港澳赛区,hw35184732,'90.7484
1291,上合赛区,独墅湖赛艇,'90.8206
1292,西北赛区,西大楼独立团,'91.6643
1293,西北赛区,枣子姐永远滴神,'93.7199
1294,武长赛区,HannahJudy,'94.3605
1295,上合赛区,hw90814215,'95.8476
1296,西北赛区,hw11168891,'96.4434
1297,京津东赛区,您还未组建团队,'97.9333
1298,杭厦赛区,hw76963048,'97.9473
1299,杭厦赛区,杭厦酸菜鱼,'100.0232
1300,京津东赛区,sunxiangjun,'101.2813
1301,西北赛区,hw70650412,'102.8109
1302,武长赛区,hw76471907,'105.4152
1303,西北赛区,hw83479962,'110.176
1304,成渝赛区,hw30040117,'113.6553
1305,江山赛区,zheyday,'114.6761
1306,上合赛区,woshixuanzi,'116.6509
1307,江山赛区,forzore,'128.253
1308,成渝赛区,假装123,'128.5916
1309,杭厦赛区,jiang_yue_ye,'130.2856
1310,西北赛区,西大楼小队,'135.4314
1311,成渝赛区,hw34065548,'141.8849
1312,粤港澳赛区,Recorder1994,'142.7623
1313,杭厦赛区,akina97,'159.2245
1314,京津东赛区,hjkl,'162.1602
1315,成渝赛区,lxf1236,'162.4562
1316,杭厦赛区,sunxiangjun,'167.6327
1317,成渝赛区,Saturday,'179.9869
1318,西北赛区,hw30186372,'188.5732
1319,杭厦赛区,濮竹,'197.8307
1320,西北赛区,卡提诺,'199.8272
1321,江山赛区,bb,'203.9135
1322,武长赛区,柠可有你,'219.3642
1323,杭厦赛区,三个酱油瓶,'220.9808
1324,上合赛区,盛老师很牛,'227.6729
1325,西北赛区,打酱油的,'236.3974
1326,京津东赛区,头柱·炭治郎,'239.4557
1327,杭厦赛区,淡黄的长裙蓬松的头发,'254.9071
1328,京津东赛区,胖胖和另一个壮壮,'257.3089
1329,西北赛区,python真难,'257.4589
1330,上合赛区,ARDAER,'261.2922
1331,江山赛区,代码你要学会自动优化啊,'262.4972
1332,京津东赛区,hw16786056,'275.695
1333,成渝赛区,Flaming,'275.9557
1334,杭厦赛区,bugmakerrr,'283.5807
1335,海外赛区,hw02849838,'291.6643
1336,西北赛区,双叶天下第一,'294.463
1337,西北赛区,hw44478371,'304.3437
1338,上合赛区,HumPeriod,'317.909
1339,西北赛区,阿破克列,'347.4758
1340,武长赛区,115,'352.1661
1341,上合赛区,codeZH,'353.2498
1342,上合赛区,knockknock,'392.1737
1343,西北赛区,橙子不怕天虎队,'460.7204
1344,西北赛区,htyhhh,'473.2366
1345,江山赛区,GroundBySpring,'476.033
1346,粤港澳赛区,lidawen,'546.601
1347,西北赛区,always@(posedge hearbeats),'565.8851
1348,京津东赛区,USTB208,'684.8039
1349,成渝赛区,hw25170450,'685.9189
1350,西北赛区,Jeason666,'686.1679
1351,西北赛区,carelmo,'688.1418
1352,上合赛区,hw44130554,'688.6488
1353,西北赛区,hw31609485,'688.9979
1354,西北赛区,hw92635520,'698.7208
1355,成渝赛区,无限,'980.1345
1356,成渝赛区,hw17885387,'1048.0831
1357,西北赛区,woshimijue,'1144.0891
